RowNumber,CustomerId,Apellido,CreditScore,Pais,Genero,Edad,Estadia,Balance,Numero de productos,Tiene tarjeta de crédito,Activo,EstimatedSalary,Salida,Queja,Nivel satisfacción,Tipo de tarjeta,Puntos ganados
4506.0,15628583,Iweobiegbunam,709,Francia,Mujer,30,5,0.0,2,0,1,161388.22,0,0,3,PLATINUM,418
4507.0,15635177,Williamson,597,España,Mujer,66,3,0.0,1,1,1,70532.53,0,0,2,DIAMOND,414
4509.0,15627630,Chiagoziem,599,Francia,Mujer,41,1,0.0,2,1,0,96069.82,0,0,2,SILVER,458
4510.0,15610930,Kwemto,572,Alemania,Mujer,35,1,139979.07,1,1,0,185662.84,0,0,4,SILVER,598
4511.0,15657747,Zito,611,Alemania,Mujer,43,9,127216.31,2,0,1,17913.25,0,0,3,DIAMOND,564
4512.0,15568006,Ukaegbunam,634,Francia,Mujer,45,2,0.0,4,1,0,101039.53,1,1,2,SILVER,611
4514.0,15722212,Edmondstone,696,Francia,Mujer,41,8,0.0,2,0,0,28276.83,0,0,3,PLATINUM,628
4515.0,15658670,Chien,669,Francia,Mujer,38,8,0.0,2,1,0,84049.16,0,0,4,PLATINUM,800
4516.0,15761654,Boni,726,España,Hombre,30,8,134152.29,1,1,1,147822.44,0,0,1,PLATINUM,426
4518.0,15787051,Georg,750,España,Mujer,39,7,119565.92,1,1,0,87067.73,0,0,1,SILVER,918
4520.0,15713769,Michelides,617,España,Hombre,38,7,0.0,1,1,1,27239.28,0,0,1,DIAMOND,743
4521.0,15605826,Korovina,652,Alemania,Hombre,46,10,121063.8,3,1,0,151481.86,1,1,5,SILVER,683
4522.0,15648898,Chuang,560,España,Mujer,27,7,124995.98,1,1,1,114669.79,0,0,5,SILVER,457
4523.0,15705309,Yuriev,629,España,Hombre,39,5,0.0,2,0,0,116748.14,0,0,5,GOLD,839
4524.0,15734202,Chidimma,660,Alemania,Mujer,52,4,86891.84,1,1,0,90877.76,0,0,4,DIAMOND,753
4525.0,15658852,Stevens,676,Francia,Hombre,38,8,0.0,2,1,1,133692.88,0,0,2,DIAMOND,864
4526.0,15612633,Kao,581,España,Hombre,43,9,78022.61,1,0,1,30662.91,0,0,4,PLATINUM,914
4528.0,15593900,Belousov,705,Francia,Hombre,38,1,189443.72,1,0,1,106648.58,0,0,3,PLATINUM,648
4529.0,15624995,McCane,714,España,Mujer,31,6,152926.6,1,1,1,50899.91,0,0,3,DIAMOND,983
4530.0,15570087,Parry-Okeden,664,Francia,Mujer,44,8,142989.69,1,1,1,115452.51,1,1,3,DIAMOND,750
4534.0,15607275,Ch'ang,850,España,Hombre,39,6,206014.94,2,0,1,42774.84,1,1,5,PLATINUM,748
4536.0,15635034,Aldrich,727,Alemania,Hombre,37,9,101191.83,1,1,1,34551.35,1,1,2,PLATINUM,613
4537.0,15756333,Khan,642,Francia,Mujer,55,7,0.0,2,1,1,101515.76,0,0,1,PLATINUM,918
4540.0,15574206,Shillito,718,Francia,Mujer,37,7,0.0,2,1,1,55100.09,0,0,5,PLATINUM,239
4541.0,15613017,McMillan,586,Alemania,Hombre,32,1,149814.54,1,1,0,31830.06,0,0,3,GOLD,507
4542.0,15815131,Howells,617,España,Mujer,36,7,115617.24,1,1,1,71519.4,0,0,4,DIAMOND,801
4544.0,15692929,Ikechukwu,791,Alemania,Mujer,42,10,113657.41,2,0,1,139946.68,1,1,1,SILVER,634
4545.0,15758081,Repina,673,España,Hombre,39,8,138160.0,1,1,1,110468.51,0,0,3,SILVER,778
4546.0,15667476,Cox,477,Alemania,Mujer,36,3,117700.86,1,0,0,74042.0,0,0,3,GOLD,775
4547.0,15738248,Lo,662,Francia,Mujer,37,5,0.0,2,1,0,151871.84,0,0,4,GOLD,622
4548.0,15672152,Grant,850,Alemania,Hombre,37,9,122506.38,1,0,1,199693.84,1,1,2,PLATINUM,229
4549.0,15673372,Stevenson,635,Francia,Mujer,58,1,0.0,1,1,1,58907.08,1,1,1,DIAMOND,318
4550.0,15587611,Kauffmann,537,Francia,Hombre,59,9,0.0,2,0,0,103799.77,1,1,4,GOLD,948
4551.0,15803415,Samsonova,579,Francia,Mujer,39,3,166501.17,2,1,0,93835.64,0,0,2,PLATINUM,340
4552.0,15715673,Niu,651,España,Mujer,46,4,89743.05,1,1,0,156425.57,1,1,5,PLATINUM,860
4554.0,15763613,Barlow,581,Francia,Hombre,30,1,0.0,2,1,0,199464.08,0,0,4,PLATINUM,606
4555.0,15660385,Stevenson,592,Francia,Hombre,39,7,0.0,2,1,0,83084.33,0,0,5,SILVER,563
4556.0,15733261,Kung,688,España,Mujer,35,6,0.0,1,1,0,25488.43,1,1,1,SILVER,901
4557.0,15796231,Nwankwo,681,Francia,Mujer,18,1,98894.39,1,1,1,9596.4,0,0,1,GOLD,553
4561.0,15694518,Kodilinyechukwu,624,España,Mujer,36,0,0.0,2,1,0,111605.9,0,0,3,GOLD,353
4564.0,15694376,Sullivan,705,Alemania,Mujer,64,3,153469.26,3,0,0,146573.66,1,1,4,PLATINUM,875
4565.0,15669204,Grant,650,Alemania,Hombre,23,4,93911.3,2,1,0,69055.45,0,0,5,PLATINUM,774
4567.0,15580682,Tsai,652,Francia,Mujer,40,4,79927.36,2,1,1,33524.6,0,0,5,SILVER,640
4568.0,15768530,Emery,554,España,Mujer,27,4,0.0,2,1,1,135083.73,0,0,5,SILVER,738
4570.0,15617082,Sanders,516,Francia,Hombre,33,7,115195.58,1,1,1,11205.5,0,0,4,DIAMOND,943
4572.0,15761775,Myers,598,Alemania,Hombre,20,8,180293.84,2,1,1,29552.7,0,0,1,SILVER,664
4573.0,15799964,Campbell,669,Alemania,Mujer,30,7,139872.81,1,1,0,188795.85,0,0,3,SILVER,302
4574.0,15693906,Abbott,645,Francia,Mujer,24,3,34547.82,1,1,1,11638.17,0,0,2,SILVER,581
4575.0,15739514,Preston,659,Francia,Mujer,32,9,0.0,2,1,1,93155.75,0,0,1,PLATINUM,428
4578.0,15703979,Evans,580,Alemania,Hombre,39,3,119688.81,1,1,0,137041.26,0,0,4,DIAMOND,804
4579.0,15801821,Cookson,691,Francia,Hombre,38,1,0.0,2,0,0,44653.5,0,0,1,GOLD,885
4581.0,15791842,Johnstone,478,Francia,Mujer,32,6,71187.24,1,1,1,110593.62,0,0,3,GOLD,248
4583.0,15663625,Johnson,501,Francia,Hombre,37,4,0.0,2,0,0,12470.3,0,0,4,GOLD,453
4584.0,15604891,Zaytseva,624,España,Mujer,38,8,0.0,2,1,0,95403.41,0,0,5,PLATINUM,735
4585.0,15589666,Sorokina,595,Francia,Mujer,39,9,136422.41,1,1,1,151757.81,0,0,1,PLATINUM,379
4589.0,15761720,Mead,422,Francia,Hombre,41,6,153238.88,1,1,0,11663.09,0,0,5,GOLD,741
4590.0,15611961,Stewart,615,Francia,Hombre,35,7,0.0,2,1,0,150784.29,0,0,1,GOLD,948
4591.0,15680167,Thomson,635,Francia,Mujer,78,6,47536.4,1,1,1,119400.08,0,0,4,GOLD,896
4594.0,15779743,Onwuamaeze,633,Francia,Mujer,44,7,0.0,2,1,0,29761.29,0,0,2,SILVER,627
4595.0,15661532,Butusov,650,Francia,Mujer,31,1,160566.11,2,0,0,27073.81,0,0,1,DIAMOND,404
4597.0,15767908,Nicholson,567,Francia,Hombre,38,6,127678.8,2,0,0,45422.89,0,0,1,GOLD,871
4599.0,15641474,Hall,638,Francia,Hombre,46,9,139859.54,1,1,0,38967.29,0,0,4,GOLD,946
4600.0,15624451,Huddart,641,Francia,Mujer,38,3,0.0,2,1,0,116466.19,0,0,4,DIAMOND,975
4601.0,15577985,Chinomso,574,Francia,Mujer,34,5,112324.45,2,1,1,17993.43,0,0,4,GOLD,674
4602.0,15571666,Shaw,642,Alemania,Hombre,30,8,134497.27,1,0,0,43250.54,0,0,3,GOLD,999
4603.0,15783691,Hargreaves,722,España,Mujer,35,1,120171.58,1,1,0,125240.8,0,0,2,SILVER,324
4604.0,15671172,Swain,623,Francia,Hombre,23,1,106012.2,2,0,1,191415.94,0,0,2,GOLD,919
4606.0,15585599,Stone,530,Francia,Mujer,34,8,0.0,2,0,1,141872.52,0,0,2,GOLD,781
4608.0,15734524,Wang,653,Francia,Hombre,51,3,0.0,1,1,0,170426.65,1,1,3,SILVER,435
4609.0,15614103,Colombo,850,Alemania,Hombre,42,8,119839.69,1,0,1,51016.02,1,1,2,GOLD,303
4610.0,15794895,McKay,581,España,Hombre,34,1,0.0,2,0,1,81175.25,0,0,3,SILVER,602
4611.0,15772381,Brient,589,Alemania,Hombre,38,8,92219.21,1,1,0,99106.97,0,0,2,PLATINUM,554
4613.0,15649292,Bellucci,748,Francia,Mujer,49,7,29602.08,1,0,0,163550.58,1,1,4,SILVER,699
4615.0,15718245,Pirozzi,730,Francia,Hombre,34,1,0.0,2,1,1,126592.01,0,0,3,DIAMOND,865
4616.0,15703117,Findlay,565,Francia,Mujer,44,1,0.0,2,0,1,89602.81,0,0,1,SILVER,691
4618.0,15799932,Iweobiegbunam,812,Francia,Hombre,24,10,0.0,2,1,1,156906.15,0,0,1,PLATINUM,658
4620.0,15622532,Izmailova,708,Francia,Mujer,47,0,126589.12,2,0,1,132730.07,1,1,5,GOLD,856
4621.0,15798960,Meng,680,Francia,Hombre,33,2,108393.35,1,0,1,39057.67,0,0,3,GOLD,425
4623.0,15703614,Hutchinson,564,España,Hombre,48,5,132876.23,1,1,0,79259.77,0,0,1,DIAMOND,741
4625.0,15710543,Okwuoma,629,Francia,Hombre,46,1,130666.2,1,1,1,161125.67,1,1,1,SILVER,586
4626.0,15695499,Chinwemma,510,Francia,Mujer,45,10,103821.47,2,0,1,77878.62,0,0,3,SILVER,413
4627.0,15622321,Golubova,506,Francia,Mujer,32,3,0.0,1,1,1,80823.02,0,0,3,PLATINUM,619
4630.0,15687153,Graham,850,Alemania,Hombre,49,8,98649.55,1,1,0,119174.88,1,1,5,PLATINUM,568
4631.0,15684958,Amadi,489,Alemania,Hombre,38,2,126444.08,2,1,1,82662.73,0,0,4,SILVER,526
4632.0,15706116,McKay,659,Alemania,Mujer,30,8,154159.51,1,1,0,40441.1,0,0,4,DIAMOND,426
4633.0,15740557,Fedorova,753,Francia,Mujer,43,5,0.0,2,1,0,109881.71,0,0,5,SILVER,834
4634.0,15707291,Percy,477,Alemania,Hombre,48,8,129250.0,2,1,1,157937.35,0,0,1,PLATINUM,885
4635.0,15583353,Floyd,610,España,Mujer,45,3,0.0,1,1,0,38276.84,1,1,2,DIAMOND,589
4636.0,15761024,Long,619,Francia,Mujer,33,2,167733.51,2,1,1,65222.48,0,0,1,SILVER,319
4637.0,15630709,Castiglione,619,Alemania,Mujer,31,2,56116.3,2,0,0,2181.94,0,0,2,GOLD,972
4638.0,15639590,Melendez,758,Francia,Mujer,30,3,141581.08,1,1,0,156249.06,0,0,2,SILVER,797
4639.0,15659399,Mazzi,516,Alemania,Hombre,50,7,139675.07,2,1,0,45591.23,0,0,3,GOLD,794
4640.0,15567078,Kovaleva,789,Francia,Mujer,27,8,66201.96,1,1,1,79458.12,0,0,1,DIAMOND,332
4641.0,15696373,Gill,687,Francia,Mujer,44,9,0.0,2,0,0,103042.2,1,1,4,DIAMOND,309
4642.0,15786617,Arcuri,485,Alemania,Hombre,34,3,133658.24,1,1,0,70209.83,0,0,2,SILVER,456
4643.0,15657449,Chukwuma,446,Alemania,Hombre,25,3,136202.78,1,1,0,176743.51,0,0,4,GOLD,610
4645.0,15714240,Ponomarev,712,España,Hombre,74,5,0.0,2,0,0,151425.82,0,0,2,GOLD,942
4646.0,15782144,Gilroy,522,Francia,Mujer,34,3,0.0,2,1,1,3894.34,0,0,1,PLATINUM,732
4648.0,15581733,Bates,781,Francia,Mujer,28,4,0.0,2,1,0,177703.15,0,0,4,SILVER,602
4651.0,15664214,Hearn,670,Francia,Hombre,33,2,141204.65,2,1,0,76257.46,0,0,5,GOLD,814
4652.0,15579996,Iroawuchi,524,Alemania,Mujer,25,7,131402.21,1,0,0,193668.49,0,0,4,PLATINUM,997
4654.0,15579617,Sinclair,489,Francia,Mujer,51,3,0.0,2,0,1,174098.28,1,1,3,GOLD,683
4657.0,15654489,Fomin,843,Francia,Mujer,38,8,134887.53,1,1,1,10804.04,0,0,1,DIAMOND,923
4658.0,15736302,McKay,687,Francia,Hombre,48,4,0.0,2,1,1,170893.85,0,0,5,SILVER,510
4660.0,15572762,Matveyeva,410,Alemania,Mujer,50,2,102278.79,2,1,0,89822.48,0,0,5,PLATINUM,749
4661.0,15724632,Madukaego,537,Francia,Mujer,41,0,0.0,2,0,1,175262.49,0,0,5,SILVER,866
4663.0,15749528,Achebe,652,España,Hombre,58,6,0.0,2,0,1,170025.43,0,0,2,DIAMOND,596
4664.0,15578783,Mai,620,Alemania,Hombre,35,0,76989.97,1,1,1,17242.79,0,0,4,PLATINUM,739
4665.0,15580719,Davis,697,Francia,Mujer,23,10,0.0,2,1,1,79734.23,0,0,3,SILVER,968
4668.0,15596870,Marino,749,Alemania,Hombre,54,3,144768.94,1,1,0,93336.3,1,1,1,SILVER,378
4669.0,15780770,Kerr,445,Francia,Hombre,31,7,145056.59,1,1,1,175893.53,0,0,4,PLATINUM,946
4671.0,15706200,Graham,637,Alemania,Hombre,41,2,138014.4,2,1,0,140298.24,0,0,1,GOLD,823
4673.0,15641411,Volkova,756,Francia,Mujer,23,1,112568.31,1,1,1,113408.11,0,0,5,DIAMOND,965
4674.0,15764661,Wang,644,Francia,Hombre,33,2,0.0,1,1,0,96420.58,0,0,1,DIAMOND,482
4677.0,15610271,Andreev,684,España,Mujer,42,3,103210.27,1,1,0,31002.03,0,0,4,PLATINUM,521
4679.0,15589147,Frolov,580,España,Hombre,61,8,125921.37,1,1,1,94677.83,0,0,5,DIAMOND,700
4680.0,15756975,Montemayor,777,España,Mujer,35,3,0.0,2,1,1,17257.72,0,0,2,GOLD,616
4681.0,15729582,Fu,676,Alemania,Hombre,48,3,80697.44,1,0,0,101397.86,0,0,3,SILVER,856
4683.0,15568046,Izuchukwu,809,Francia,Hombre,24,7,109558.36,1,1,0,183515.13,0,0,5,GOLD,483
4684.0,15694890,Lai,588,Francia,Hombre,38,1,124271.26,1,1,0,75969.19,0,0,3,DIAMOND,922
4685.0,15736963,Herring,623,Francia,Hombre,43,1,0.0,2,1,1,146379.3,0,0,2,SILVER,508
4686.0,15646490,Duffy,537,España,Hombre,42,1,190569.23,1,0,1,127154.8,0,0,2,DIAMOND,341
4687.0,15607314,Chiefo,536,España,Hombre,53,2,143923.96,1,1,0,2019.78,1,1,1,DIAMOND,572
4689.0,15669606,Chu,690,Francia,Hombre,33,5,0.0,2,1,0,138017.68,0,0,3,PLATINUM,787
4690.0,15737832,Robertson,771,España,Hombre,45,0,139825.56,1,0,0,170984.97,1,1,5,GOLD,727
4694.0,15713594,French,543,Francia,Mujer,32,7,147256.86,1,1,0,112771.95,0,0,3,DIAMOND,932
4697.0,15699467,Connor,631,España,Mujer,41,0,0.0,1,0,0,87959.83,0,0,2,PLATINUM,557
4698.0,15680706,Balashov,537,Alemania,Hombre,48,4,131834.8,1,1,0,166476.95,1,1,3,DIAMOND,925
4699.0,15645717,Avdeeva,732,Francia,Hombre,62,2,0.0,2,1,1,25438.87,0,0,3,PLATINUM,780
4701.0,15773709,Hung,838,España,Hombre,35,0,0.0,2,0,1,197305.91,0,0,1,SILVER,502
4702.0,15629787,Tu,652,Francia,Hombre,27,10,107303.72,2,0,0,44435.76,0,0,2,GOLD,986
4703.0,15661007,Thompson,660,Francia,Hombre,33,0,72783.42,1,0,0,181051.99,0,0,1,PLATINUM,553
4706.0,15749489,Denisova,533,Alemania,Mujer,22,10,115743.6,1,0,0,43852.05,0,0,3,GOLD,706
4707.0,15574352,Clogstoun,850,Francia,Hombre,43,4,161256.53,1,1,1,140071.57,0,0,5,SILVER,791
4708.0,15701281,Tan,511,Francia,Hombre,27,8,0.0,2,1,1,49089.36,0,0,2,SILVER,865
4709.0,15811985,Power,530,España,Hombre,44,6,0.0,2,0,0,55893.37,0,0,5,SILVER,333
4710.0,15713505,Harriman,554,Francia,Hombre,31,1,0.0,2,0,1,192660.55,0,0,2,PLATINUM,759
4711.0,15685653,Benson,585,Alemania,Mujer,40,3,162261.01,2,1,0,137028.51,0,0,3,PLATINUM,846
4712.0,15758831,Thornton,754,Francia,Hombre,39,3,74896.33,1,0,0,34430.16,0,0,1,PLATINUM,787
4713.0,15618774,White,474,Francia,Hombre,54,3,0.0,1,1,0,108409.17,1,1,2,PLATINUM,427
4714.0,15764448,Mackenzie,837,Alemania,Hombre,35,0,144037.6,1,1,0,145325.32,0,0,5,DIAMOND,860
4715.0,15611024,Kalinina,567,Francia,Mujer,23,9,93522.2,1,0,1,81425.61,0,0,5,SILVER,327
4716.0,15738220,Bennet,800,España,Hombre,38,1,0.0,2,1,0,51553.43,0,0,5,DIAMOND,959
4717.0,15805764,Hallahan,646,Francia,Hombre,18,10,0.0,2,0,1,52795.15,0,0,5,GOLD,938
4718.0,15580487,Martin,627,Alemania,Hombre,38,8,106922.92,2,0,1,84270.09,0,0,5,GOLD,305
4719.0,15675787,Rivera,505,Francia,Hombre,26,8,112972.57,1,1,0,145011.62,0,0,2,PLATINUM,591
4721.0,15780654,Sergeyev,619,Alemania,Mujer,33,3,100488.92,2,0,1,36446.74,0,0,4,PLATINUM,522
4723.0,15805671,Louis,648,Francia,Hombre,32,0,0.0,1,0,1,117323.31,0,0,4,SILVER,674
4725.0,15578648,Marino,543,Alemania,Hombre,49,6,59532.18,1,1,0,104253.56,0,0,3,SILVER,301
4726.0,15734987,Robertson,658,Francia,Mujer,43,7,140260.36,2,1,0,2748.72,0,0,4,DIAMOND,643
4727.0,15721740,Pai,633,Alemania,Hombre,50,7,88302.65,1,1,1,195937.16,0,0,4,DIAMOND,382
4728.0,15641822,Barese,648,Francia,Mujer,19,1,0.0,2,0,1,22101.86,0,0,4,GOLD,303
4729.0,15765650,Chigolum,501,Alemania,Hombre,40,5,114655.58,1,0,0,126535.92,0,0,4,GOLD,844
4730.0,15788556,Trouette,683,Francia,Mujer,42,4,148283.94,1,1,1,44692.63,1,1,4,SILVER,268
4731.0,15576550,Ugochukwu,619,España,Mujer,38,1,0.0,1,1,0,112442.63,1,1,4,PLATINUM,989
4733.0,15653937,McIntyre,638,Alemania,Mujer,53,1,123916.67,1,1,0,16657.68,1,1,3,DIAMOND,639
4735.0,15591740,Fletcher,590,Francia,Mujer,54,4,0.0,2,1,1,93820.49,1,1,4,PLATINUM,723
4736.0,15650086,Uchenna,725,Francia,Hombre,43,2,165896.0,2,1,0,130795.52,0,0,2,SILVER,527
4739.0,15644361,Hooper,702,Francia,Mujer,40,1,103549.24,1,0,0,9712.52,1,1,3,DIAMOND,804
4740.0,15774536,He,607,Francia,Mujer,32,6,0.0,2,0,0,196062.01,0,0,2,SILVER,952
4741.0,15618661,Chidubem,535,Francia,Hombre,30,6,103804.97,1,1,1,125710.53,0,0,3,PLATINUM,553
4742.0,15605020,Schofield,651,Francia,Hombre,45,2,165901.59,2,1,0,23054.51,1,1,1,DIAMOND,834
4743.0,15762134,Liang,506,Alemania,Hombre,59,8,119152.1,2,1,1,170679.74,0,0,2,SILVER,979
4744.0,15685279,Somadina,511,España,Mujer,57,8,122950.31,1,1,1,181258.76,0,0,2,GOLD,757
4746.0,15655410,Hinton,768,Alemania,Hombre,49,1,133384.66,1,1,0,102397.22,1,1,2,PLATINUM,684
4747.0,15649129,Sal,757,Francia,Hombre,32,9,0.0,2,1,0,115950.96,0,0,5,DIAMOND,335
4748.0,15702380,De Luca,663,España,Hombre,64,6,0.0,2,0,1,15876.52,0,0,5,DIAMOND,653
4749.0,15759067,Bromby,537,Alemania,Mujer,37,7,158411.95,4,1,1,117690.58,1,1,3,DIAMOND,888
4751.0,15597487,Hunter,850,Francia,Mujer,35,5,0.0,1,1,1,80992.8,0,0,5,PLATINUM,838
4752.0,15763256,Sheppard,661,Alemania,Mujer,64,8,128751.65,2,1,0,189398.18,1,1,3,GOLD,254
4753.0,15620111,Fan,659,Francia,Hombre,54,8,133436.52,1,1,0,56787.8,0,0,4,DIAMOND,344
4755.0,15595592,Lai,708,Francia,Mujer,59,2,0.0,1,1,0,179673.11,1,1,4,SILVER,421
4756.0,15740072,Padovesi,720,Francia,Mujer,37,2,120328.88,2,1,1,138470.21,0,0,1,DIAMOND,302
4757.0,15778005,Kemp,785,Francia,Mujer,39,1,130147.98,1,1,0,163798.41,1,1,1,SILVER,526
4758.0,15583278,Greece,743,España,Mujer,36,8,92716.96,1,1,1,33693.78,0,0,5,SILVER,338
4761.0,15713949,Woods,850,Francia,Hombre,40,1,76914.21,1,1,0,174183.44,0,0,2,DIAMOND,810
4762.0,15717706,Forbes,799,Francia,Mujer,32,3,106045.92,2,1,1,17938.0,0,0,2,SILVER,535
4763.0,15756071,Kang,756,Francia,Hombre,34,1,103133.26,1,1,1,90059.04,0,0,4,SILVER,527
4764.0,15696564,Nweke,752,Francia,Hombre,38,0,145974.79,2,1,1,137694.23,0,0,5,PLATINUM,884
4765.0,15657637,Ts'ui,696,España,Mujer,36,3,0.0,3,1,0,65039.9,0,0,1,PLATINUM,349
4766.0,15755863,Milano,630,España,Mujer,49,1,0.0,2,0,1,162858.29,0,0,3,GOLD,998
4770.0,15770345,Kovaleva,559,España,Mujer,31,1,139183.06,1,0,1,143360.56,0,0,1,DIAMOND,529
4771.0,15761506,Russell,615,España,Hombre,19,5,0.0,2,1,0,159920.92,0,0,3,DIAMOND,594
4772.0,15716619,Chiebuka,580,Alemania,Mujer,36,3,74974.89,1,1,1,12099.67,0,0,3,SILVER,649
4773.0,15788367,Ellis,487,España,Hombre,44,6,61691.45,1,1,1,53087.98,0,0,1,SILVER,936
4775.0,15640421,Conway,811,Francia,Mujer,35,7,0.0,1,1,1,178.19,0,0,5,SILVER,997
4776.0,15580068,Buccho,526,España,Hombre,35,5,0.0,2,1,1,105618.14,0,0,3,PLATINUM,557
4779.0,15582246,Rowe,737,España,Mujer,45,2,0.0,2,0,1,177695.67,0,0,2,GOLD,614
4780.0,15711843,Pisani,613,Alemania,Hombre,40,1,147856.82,3,0,0,107961.11,1,1,2,SILVER,249
4782.0,15804131,Farmer,850,España,Mujer,53,7,65407.16,2,0,0,182633.63,1,1,1,PLATINUM,480
4783.0,15722611,Cameron,752,Francia,Mujer,53,8,114233.18,1,1,1,51587.04,0,0,4,PLATINUM,347
4784.0,15729224,Jennings,710,Francia,Mujer,37,5,0.0,2,1,0,115403.31,0,0,1,SILVER,875
4786.0,15702138,Swift,510,Francia,Mujer,22,3,156834.34,1,0,0,44374.44,0,0,2,DIAMOND,821
4789.0,15674932,Cameron,757,España,Mujer,44,9,0.0,2,1,0,177528.92,0,0,3,GOLD,579
4790.0,15743828,Stevens,691,Francia,Hombre,41,2,0.0,1,1,1,56850.92,1,1,2,SILVER,896
4791.0,15642022,Zito,621,España,Hombre,34,8,0.0,1,0,0,47972.65,0,0,3,DIAMOND,309
4792.0,15746461,Taylor,709,España,Hombre,35,2,0.0,2,1,0,104982.39,0,0,2,GOLD,422
4793.0,15809991,Ferrari,756,España,Hombre,19,4,130274.22,1,1,1,133535.29,0,0,4,SILVER,546
4795.0,15575498,Gould,705,Francia,Mujer,39,5,149379.66,2,1,0,96075.55,0,0,2,PLATINUM,444
4796.0,15691387,Agafonova,483,Francia,Hombre,29,9,0.0,1,1,1,81634.45,0,0,5,GOLD,239
4798.0,15666173,Chidumaga,793,Alemania,Mujer,32,1,96408.98,1,1,1,138191.81,0,0,5,DIAMOND,338
4800.0,15656683,Johnson,551,Francia,Hombre,52,1,0.0,1,0,0,63584.55,1,1,1,PLATINUM,605
4801.0,15679810,Chapman,690,Francia,Hombre,39,6,0.0,2,1,0,160532.88,0,0,1,PLATINUM,517
4802.0,15606310,Birk,823,Francia,Hombre,71,5,149105.08,1,0,1,162683.06,0,0,5,PLATINUM,915
4803.0,15756871,Capon,512,España,Hombre,39,3,0.0,1,1,0,134878.19,0,0,3,SILVER,397
4804.0,15610002,Chidubem,802,España,Hombre,41,5,0.0,2,1,1,134626.3,0,0,2,PLATINUM,349
4808.0,15753248,Tao,611,Francia,Hombre,28,2,0.0,2,0,0,25395.83,0,0,4,SILVER,300
4813.0,15601172,Nelson,672,Francia,Hombre,31,6,91125.75,1,1,0,177295.92,0,0,4,DIAMOND,597
4815.0,15615896,Chienezie,621,España,Hombre,39,8,0.0,2,1,0,36122.96,0,0,2,PLATINUM,399
4817.0,15582841,Butusov,600,Francia,Hombre,29,8,0.0,2,0,1,34747.43,0,0,4,SILVER,738
4818.0,15760090,Pisano,640,Francia,Hombre,28,7,0.0,2,1,1,131097.9,0,0,5,DIAMOND,611
4819.0,15588587,Stetson,752,Francia,Mujer,36,1,86837.95,1,1,1,105280.55,0,0,5,SILVER,615
4820.0,15683157,Waring,613,Francia,Hombre,26,4,100446.57,1,0,1,149653.81,0,0,1,DIAMOND,292
4823.0,15805704,Murphy,745,Francia,Mujer,32,2,0.0,4,0,1,179705.13,1,1,3,PLATINUM,467
4825.0,15799357,Armfield,727,Francia,Hombre,35,5,136364.46,1,0,0,142754.71,0,0,1,PLATINUM,549
4826.0,15726153,Fanucci,622,Francia,Hombre,31,5,106260.67,1,1,1,2578.43,0,0,4,SILVER,660
4827.0,15713346,Panina,794,Francia,Hombre,24,10,146126.75,1,1,1,88992.05,0,0,1,GOLD,431
4828.0,15665053,Nixon,636,España,Hombre,52,4,111284.53,1,0,1,32936.44,1,1,2,PLATINUM,858
4829.0,15592379,Walker,741,España,Mujer,42,9,121056.63,2,1,0,39122.58,0,0,4,PLATINUM,872
4832.0,15637428,Briggs,660,Francia,Hombre,35,7,0.0,2,1,0,13218.6,0,0,5,GOLD,759
4833.0,15808389,Iheatu,617,Francia,Mujer,79,7,0.0,1,1,1,160589.18,0,0,3,SILVER,424
4837.0,15728078,Yeh,609,Francia,Hombre,26,10,126392.18,1,0,1,43651.49,0,0,1,GOLD,494
4838.0,15708256,Chien,803,Francia,Hombre,28,3,0.0,2,1,0,159654.0,0,0,5,DIAMOND,570
4839.0,15582335,Brown,556,Francia,Mujer,40,9,129860.37,1,0,0,17992.94,0,0,4,DIAMOND,332
4840.0,15649150,Buddicom,531,Francia,Mujer,53,5,127642.44,1,1,0,141501.45,1,1,3,SILVER,341
4842.0,15668270,Thompson,587,Alemania,Mujer,44,5,125584.17,2,1,1,41852.24,1,1,5,SILVER,228
4843.0,15624820,Ross,683,España,Hombre,56,7,50911.21,3,0,0,97629.31,1,1,2,DIAMOND,655
4844.0,15736254,Ch'ang,654,Francia,Hombre,29,2,91955.61,1,1,0,37065.66,0,0,2,DIAMOND,375
4845.0,15720814,Warren,670,Alemania,Mujer,36,2,84266.44,2,0,0,38614.69,0,0,5,SILVER,508
4846.0,15642997,Uspenskaya,655,Francia,Mujer,36,2,147149.59,1,1,1,87816.86,0,0,5,GOLD,680
4847.0,15693200,King,752,Francia,Mujer,36,7,0.0,2,1,0,184866.86,0,0,1,PLATINUM,777
4848.0,15624596,Trentini,534,Francia,Mujer,23,5,104822.45,1,0,1,160176.47,0,0,5,SILVER,915
4849.0,15807167,Konovalova,635,Francia,Hombre,42,1,146766.72,2,0,1,164357.1,0,0,1,SILVER,843
4851.0,15593094,Goddard,516,Francia,Hombre,27,9,0.0,1,1,0,142680.64,1,1,2,GOLD,445
4852.0,15618239,Neumann,530,Francia,Mujer,48,0,0.0,1,1,0,85081.09,0,0,2,PLATINUM,737
4853.0,15574137,Ch'in,687,España,Hombre,35,3,0.0,2,1,1,176450.19,0,0,2,SILVER,508
4854.0,15614740,Walters,684,Francia,Mujer,41,6,135203.81,2,1,1,121967.88,0,0,3,DIAMOND,682
